"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Caribbean small states","CSS","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","13.399999857","17.2000002861","21.4000003337","19.7000005245","28.999999404","32.8000000119","38.0999996066","41.5000000149","34.6999999881","40.1000005603","34.8999999165","26.3999994396","22.0999999569","29.7000002042","41.800000541","45.8000002429","46.8999995365","52.9000004902","59.6999997348","48.8999988288","52.1999990196","54.8000013083","55.099998489","43.3000000567","84.4000011535","85.9999972433","76.399998054","73.9999999553","104.2999988347","119.9000000507","108.797","99.33","118.334","109.331","108.483","91.545","88.815","90.58","94.014","116.23","43.365855596","43.0173949550333","44.2651508206895","77.05199862","","70.1019589639255","52.447719653","67.693288462","79.3197822099658","79.7936645225827","","",
"Cuba","CUB","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","9.1000003815","9.1000003815","10.3999996185","12.3999996185","10.3000001907","13.6000003815","12.3999996185","9.3999996185","10.3999996185","11.6000003815","10.3999996185","12.3000001907","12.6999998093","15.8000001907","15.5","17.1000003815","22","25.5","27.7999992371","22","19","18","22.2000007629","23.7999992371","29.7999992371","33.2000007629","44.4000015259","56.2000007629","73.1999969482","62.7000007629","49.294","54.26","40.22","40.577","31.942","30.879","30.15","30.617","31.692","26.785","0","18.4269139282398","17.175734601839","16.930008","17.313204","20.9196451071138","26.0034145040302","47.76014","17.76123","13.708525","13.421754","",
"Curacao","CUW","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","2.2000000477","2.4000000954","2.9000000954","2.4000000954","1.8999999762","1.1000000238","6.1999998093","16.2000007629","20","23.7000007629","18.8999996185","17.2000007629","19","17.8999996185","25.5","24.6000003815","26.7999992371","30.3999996185","26.6000003815","33","34.2999992371","33.9000015259","33","32.2000007629","35.4000015259","36.2000007629","35.4000015259","35.7000007629","38.2000007629","40.7000007629","43.118","39.982","40.887","44.208","49.159","47.964","47.815","49.376","47.549","38.312","36.2141","16.9749","9.1093","11.592996","6.588588","0.23060058","0.285895446767606","0.34031950189","0.021","0.14","0.328962","",
"Czechia","CZE","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","11.6000003815","12.3999996185","15.3999996185","14.6000003815","14.5","14.3000001907","13.8999996185","14","15.1000003815","15.1000003815","12.1000003815","11.8999996185","13.6000003815","13.6999998093","13.5","17.2000007629","17","16.2999992371","17.2000007629","17.2999992371","15","22.3999996185","26.1000003815","24","21.7999992371","25.6000003815","22.2000007629","23.1000003815","24.7000007629","26.2000007629","32.224","25.98","27.317","36.231","40.565","38.757","39.363","32.61","27.174","22.379","17.987","16.721","11.102","19.929","30.81553","26.71765","25.294469","27.81465","25.22637","22.73254","4.323665454","",
"Germany","DEU","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","484.5","532.9000244141","656.5999755859","826.799987793","941","920.700012207","1040.5","1204.1999511719","1344.8000488281","1513.5","1506","1495.1999511719","1592.0999755859","1941","2235.5","2378.5","2826.8999023438","3247.6999511719","3470","3840.3000488281","3994.1999511719","4108.7001953125","4287.5","4639.8999023438","5373.2998046875","5835.8999023438","6036.2998046875","6183.8999023438","6233.7998046875","6610.7001953125","7127.713","7026.248","7195.804","7295.67","8065.6","7722.133","8133.987","8528.959","8352.882","10187.719","7487.48100076523","7716.76190298526","7236.98063027006","7335.69940204315","7184.14620802563","6986.405444999","6942.706331998","7901.65234423","7969.86364","7763.61921423928","5454.642249","",
"Djibouti","DJI","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","0.1000000015","0.1000000015","0.200000003","0.200000003","0.3000000119","0.3000000119","0.400000006","0.400000006","0.3000000119","0.3000000119","0.3000000119","0.1000000015","0.1000000015","0.1000000015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","62.7000007629","64.4000015259","77.9000015259","83.3000030518","93.8000030518","87.9000015259","101.4000015259","113.1999969482","124.5","120.1999969482","115.9000015259","120.5","114.5","110.3000030518","115.6999969482","115.6999969482","116.5","108","113.5999984741","121.8000030518","123.9000015259","119.1999969482","114.6999969482","121.0999984741","130.8000030518","133.5","172.1999969482","202.6000061035","201.1000061035","199","198.887","184.191","185.061","170.974","174.539","","","","","","","","","","","","","","","985.655671715528","304.418496636947","",
"Dominican Republic","DOM","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","4.1999998093","3.2999999523","3.2999999523","3.5","3.5","7.6999998093","9.5","17.5","20.6000003815","17.5","10.8000001907","11","","7.0999999046","9.6999998093","8.5","5.5999999046","3","4","","70.4000015259","0.6999999881","0.8000000119","2.7999999523","2.5","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","0","0","",
"Algeria","DZA","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","3.0999999046","3.7000000477","4.1999998093","5.1999998093","6.5999999046","7.1999998093","9.1000003815","9","11.1999998093","12.3000001907","12.8999996185","14.1999998093","15.8999996185","28.2000007629","14.8999996185","21","7.6999998093","13.3000001907","13.8999996185","23.1000003815","14.6000003815","24.2999992371","20.2000007629","21.2999992371","24.2000007629","21","16","16.7999992371","18.7999992371","15.3999996185","12.647","18.346","17.89","19.091","21.44","31.624","23.694","16.572","16.985","4.317","15.906","14.826","14.926","17.5024186277313","21.6623331878","21.9016451671492","21.591025","24.80375","28.28048","25.641745","15.638799","",
"East Asia & Pacific (excluding high income)","EAP","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","222.5999995471","326.3999952376","386.0000062288","402.2999923304","497.5000000969","568.3999968543","756.4000141175","920.8000025675","1007.4000125304","1155.8000124246","1329.6000213177","1420.0000003875","1669.4999908508","2086.8000059649","2485.2000119239","2505.5000059156","2856.4000061525","3421.7999935149","3885.5000483989","4320.0000315903","4956.0999044178","5285.2000473738","5778.1999297143","6480.9001022951","6136.1998642236","7219.4998459368","8423.739","8617.874","9708.185","10566.154","12562.301","13284.68","13538.228","17479.306","17224.466","17877.874","24366.0272845336","23662.5340567483","22329.8808855646","22571.5276980539","24608.0923252139","25827.6174174929","26840.4050450967","29703.0383488036","32170.2189858064","32192.1423368956","22440.670112736","",
"Early-demographic dividend","EAR","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","631.6000028623","709.7000127513","772.5000058785","965.1999991909","1106.5000048652","1247.4000030388","1478.2000133917","1784.4000100495","2008.3000282273","2162.300001271","2526.0999895333","2892.7999932691","2979.2000170722","3291.0000049246","3873.4999620695","3926.399986841","4062.8000486121","4509.5000638217","4814.3000165669","5065.2000003009","5118.3000122381","4746.5999761445","5148.7000168111","5498.4999335931","6385.7000209388","6615.2000906543","6603.3000547217","7061.2000739501","6515.4999828859","6758.2000741659","6946.396","6645.036","6888.411","7341.228","7997.579","7525.127","8063.393","7803.411","7711.138","9211.525","10943.9534216547","11551.5811530936","12402.7241926494","12791.7810471402","13271.7687436829","12668.692722275","13940.6546517936","17221.324022734","19057.0445127029","20155.2979524131","15512.0267637174","",
"East Asia & Pacific","EAS","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","1698.100014806","2060.5000318587","2437.5000825226","2708.9999892786","3379.0999756828","4124.3000365272","4709.5999347718","5348.3000330851","5812.0998721496","6584.7000063211","7531.5001005679","7906.0998601021","9023.0000824036","10622.0998168513","11930.5002438575","13090.6002199202","13594.3997677339","14609.3998165129","16374.7000911236","18872.2001811265","21147.7995885609","23599.1997421981","25932.1995863916","31943.4003235476","32666.4000976832","36237.6995224505","38573.525","36488.609","40720.428","40567.062","46352.984","48131.62","49776.649","56456.284","53813.636","67952.876","73279.5405256274","71129.5591331521","61896.5955438625","60230.7443840539","64344.0425670436","66620.2655819429","68376.1739722159","72869.4626689043","76282.1364401458","73216.7309771281","55870.121686793","",
"Europe & Central Asia (excluding high income)","ECA","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1099.5000056625","1130.0000291243","1229.9999739081","1180.5999790429","1168.9999824762","1242.2000029683","1381.9999838472","1615.797","1481.482","1634.529","1749.348","1976.118","2098.178","2567.718","1837.842","3079.155","3353.873","4976.19355375737","5758.48209487428","6334.20507641945","6742.99182624933","7620.66806307594","8537.27818680818","10301.0152111904","11971.726779146","13061.281921544","15152.2752017431","13290.318825226","",
"Europe & Central Asia","ECS","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19901.5000407247","22543.3000481131","25777.1000357348","27975.6000524983","29574.7999159245","31775.8000399619","29670.5738537929","31304.2194139397","34864.484","32576.112","32960.843","33998.28","37192.491","37481.492","39366.256","39949.088","40790.377","45222.186","40845.0574695143","42284.6587191914","41214.6666098374","41942.4820572535","43264.9887118896","43350.4511324686","45660.9710187811","51164.8175326939","52990.4134493388","57233.183405361","43297.9639345282","",
"Ecuador","ECU","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","9.3000001907","4.6999998093","4.5","9.6000003815","9.8000001907","6.4000000954","6.9000000954","9.5","12.8999996185","30.8999996185","39.7999992371","38.7999992371","36.5999984741","33","42.5","50.7000007629","58.5999984741","70","73.5999984741","68.4000015259","63.2000007629","68","54.0999984741","85.4000015259","38","32.2000007629","32.9000015259","53.7999992371","82.1999969482","33","15.456","6.354","7.989","4.291","4.99","5.439","5.874","5.615","4.662","3.229","129.7315","126.4039","121.402590579105","112.059962","82.101","64.037777","60.17416","57.68029","64.20469","50.80511","10.604353816","",
"Egypt, Arab Rep.","EGY","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","15.3000001907","17.3999996185","17.7999992371","13.8999996185","17.1000003815","20.7000007629","20.7000007629","23.7000007629","24.7000007629","28","29.3999996185","39","53.5","69.6999969482","88.1999969482","98.5","111.5","112","118.8000030518","138.1000061035","144","128.1999969482","109.1999969482","122.8000030518","185.1999969482","164.1000061035","198","208.6000061035","255.1000061035","269.5","278.061","239.036","249.206","238.885","241.872","286.954","309.434","206.828","195.482","180.31","416.985098697369","333.306675121003","356.265453827017","386.683474639046","418.691607425321","377.360014527","374.357162291","403.828739","437.625328","483.4138791","438.908903264","",
"Euro area","EMU","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","2043.6000158788","2242.1000465156","2607.8999850751","3171.7999689579","3627.9999970198","3602.6000248192","4219.80004406","4937.2000036241","5371.7000672816","5909.599978447","6085.200067997","6351.9998884202","6635.6000835896","7520.8999240398","8528.0000152589","8943.2000412942","9793.3998622895","10795.60009861","11804.6001191141","12764.9000549316","13342.6001901627","13067.6002326011","13409.5998798162","14222.3999934793","16226.699782163","17768.899979122","18483.9997799546","21413.699996069","20890.9998098166","22222.1001853796","25164.862","24043.929","24508.79","25032.953","27564.471","28024.167","29269.73","30571.642","30003.59","33975.319","28324.3551038806","28745.8567331595","27061.648691028","27503.6257702242","27910.0700910256","27729.323327157","28003.2285849418","31278.9653535479","31430.9904896518","31155.7168194713","24298.0480293143","",
"Eritrea","ERI","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","",
"Spain","ESP","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","90.8000030518","131.6000061035","154.8999938965","172","199.5","214.6999969482","264.299987793","324.200012207","358.6000061035","376.6000061035","389.700012207","425.8999938965","448","442.8999938965","483.200012207","522.299987793","532.5999755859","526.4000244141","597.9000244141","732.5999755859","759.700012207","622.799987793","584.5999755859","553.799987793","580.9000244141","689.5999755859","739.5999755859","740.200012207","767.0999755859","816","879.499","878.871","807.417","872.739","1043.562","1021.743","1100.205","1203.877","1306.438","1079.589","1235.86488460144","1313.29316795807","1131.85052008716","957.997754181","962.636446","1035.487113","1068.160640636","1078.63356","1118.73285","1191.466578","494.260587847","",
"Estonia","EST","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.200000003","0.3000000119","0.400000006","0.400000006","0.6999999881","1","1","1.3999999762","1.434","1.454","1.247","1.455","1.335","1.302","1.083","1.04","0.974","0.576","4.148","4.871","2.252","0.108996","0.900996","0.870362136","0.003","","0","0","0","",
"Ethiopia","ETH","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","14.5","14.6999998093","15.3000001907","18.7000007629","17.3999996185","17.1000003815","17.7000007629","20.7000007629","25","22.5","24.7999992371","21","24.5","27.1000003815","43.7999992371","66.4000015259","82.3000030518","86.3000030518","88.6999969482","92.6999969482","66.5999984741","68.4000015259","94.4000015259","92.5","110.3000030518","114.6999969482","118.0999984741","137.3999938965","126.6999969482","101.5","78.254","79.223","83.493","93.469","117.155","132.601","157.184","160.322","227.762","424.472","407.062","505.565","703.644","790.74339","950.1573","1228.73832","1500.14753","2076.18502","2089.27754","2450.27296","2897.1341","",
"European Union","EUU","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","2239.9000151159","2444.500046134","2845.4999845028","3424.7999713421","3908.8000000716","3870.3000203369","4523.0000457767","5273.4000034334","5740.5000731944","6271.4999799729","6432.4000697136","6705.4998912812","6969.9000866415","7841.3999240398","8868.2000122072","9283.8000421525","10137.6998596192","11127.9000959397","12151.5001187325","13146.1000595094","13748.6001996994","13458.300224304","13806.5998699218","14663.5999949576","16699.399787456","18264.8999757841","19068.3997821956","22106.0000105649","21585.6738319418","22885.819190148","25835.769","24634.249","25092.52","25603.637","28148.217","28167.902","29420.617","30725.412","30132.465","34070.615","28433.3720666828","28817.9172470275","27174.3444145666","27629.6599030042","28069.7275396056","27877.856739033","28190.7246255883","31533.7002135479","31732.3196496518","33472.6583029023","25053.8589010422","",
"Fragile and conflict affected situations","FCS","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","289.1000053434","360.300005421","437.3000055476","585.3000170514","664.9999884888","725.899995953","859.4999994486","881.2000132202","872.9999966995","982.3000238018","1005.3999844118","959.1999890134","967.2000009788","1062.7999763042","996.8000077977","712.6000045687","556.9000071659","825.4000088723","941.1000069155","955.3999935166","739.1000067963","697.500005938","754.8999919667","698.29999236","860.600000657","734.4999911859","711.3999880924","730.5000026375","684.8999912887","670.4999959619","600.67","568.746000095367","403.354","365.592","432.292","479.53","490.28","443.163","530.297","730.256","747.134156503581","904.836015999179","1096.26029568537","1089.39895018114","1159.8908196365","1438.44340038029","1696.18370984614","2299.29961339117","2342.40635877541","2650.99499484893","3014.82763729252","",
"Finland","FIN","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","21.2999992371","23.7999992371","24.6000003815","29.7000007629","29.7999992371","28.6000003815","30.1000003815","35.5","38.0999984741","41.7999992371","48","51.7000007629","61","70.5","72.3000030518","76.8000030518","85.9000015259","90.1999969482","100.0999984741","129.3999938965","135.1000061035","128.1000061035","113.1999969482","157.1000061035","190.8999938965","211.5","236.8000030518","294","276","251.8999938965","280.735","171.092","215.579","255.699","325.203","353.576","408.775","489.674","542.623","484.365","728.823996721215","740.085265","690.866320824715","660.802462","667.07538","713.484","761.85394","852.01263","957.63859","1067.31511","480.37919","",
"Fiji","FJI","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","0.6999999881","0.8999999762","1","1","1.2000000477","2.0999999046","2.7999999523","2.7999999523","3.0999999046","3.4000000954","3.4000000954","3.7000000477","3.7999999523","6","10.3000001907","15","20.3999996185","5.0999999046","23.2999992371","33.7999992371","37.7000007629","55.9000015259","82.5999984741","75.4000015259","17.5","17.5","83.5999984741","90.819","84.478","67.15","68","74.769","92.108","95.792","101.54","96.057","65.564","77.084703141","84.6407332797888","90.9405521462482","69.333","78.513996","83.6865043020511","86.955","102.59573","106.8282","108.9135","21.804","",
"France","FRA","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","474.6000061035","487.700012207","619","757.5999755859","871.299987793","995.299987793","1278.9000244141","1557.4000244141","1697","1912.1999511719","1985.8000488281","2128.3999023438","2186.1000976563","2483.6999511719","2797.6999511719","2873.3000488281","3079.5","3385.6000976563","3681.6000976563","3819.3000488281","3995.8000488281","3778.8000488281","3840.5","3717.1000976563","4385.8999023438","4577.7001953125","4842.6000976563","5132","4773.6000976563","4968.3999023438","5224.34","4825.202","5030.16","5067.323","5584.213","5802.442","6135.028","6424.966","6187.796","6624.89","5079.71814764909","5068.76226392762","4626.15380961188","4327.126","4151.293","4098.31","4155.407","4260.597","4443.789","4522.586","2467.943","",
"Faroe Islands","FRO","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","5.9000000954","7.3000001907","8.1000003815","8.3999996185","10.8999996185","11.6000003815","13.6999998093","7.8000001907","0.6999999881","0.8000000119","26.5","26.7000007629","27.2999992371","30.8999996185","31.7999992371","36","37.4000015259","29.1000003815","27.2000007629","29.3999996185","26.1000003815","26.8999996185","28.1000003815","30.6000003815","32.2000007629","32.2000007629","34.5999984741","38.0999984741","34.7000007629","53.5","58.174","48.832","49.31","54.251","61.267","65.542","77.975","70.174","67.986","61.742","0","0","0","0","","","","","","","","",
"United Kingdom","GBR","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","516.9000244141","564.9000244141","714.0999755859","843.9000244141","847.299987793","797.700012207","866.4000244141","984.0999755859","1153.1999511719","1263.9000244141","1428.4000244141","1579","1511.4000244141","1729.8000488281","2193.3999023438","2299.1000976563","2547.3000488281","2862.5","3134.3000488281","3447.1999511719","3825.3999023438","4023.3999023438","4639.2001953125","5405","6405.2001953125","6830.6000976563","7618.1000976563","6450.6000976563","4663.5","4925.2001953125","5160.872","4548.547","4940.527","5159.695","5698.49","5998.434","6215.321","6154.451","6283.831","6615.125","6082.73941307418","6280.25098328964","6243.54285285133","6031.574712","5974.825151208","5423.17313862741","5512.672996428","5915.641","6198.37","5851.19","3675.244846532","",
"Georgia","GEO","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7999999523","1.8999999762","1.7999999523","1.1000000238","8.6999998093","2.9000000954","1.974","1.973","4.484","4.491","2.724","2.751","2.889","2.946","2.913","2.43","0.879364","0.929","0.43518","0.4","0.4162","0.18504","0.18050796","0.4784","0.7509","0.640604","0.1347","",
"Ghana","GHA","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","3.0999999046","3.0999999046","2.4000000954","2.5","3.0999999046","2.9000000954","2.7999999523","2.7000000477","2.5","2.7999999523","3.5999999046","6.5","4.5999999046","6.5999999046","7.5","9.3999996185","10.1000003815","12.1000003815","13.3999996185","13.6000003815","15.6999998093","19.1000003815","20.1000003815","22.5","23.7999992371","24.1000003815","29.5","32.7999992371","29.8999996185","31.3999996185","39.949","32.97","18.901","16.63","6.652","","","","","","5.22980484930983","3.56603511599799","2.41801639475519","1.31802","1.332792","0.844630332","0.846429394","0.262714068","0","0","0","",
"Gibraltar","GIB","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","0.1000000015","0.1000000015","0.1000000015","0.1000000015","","0.200000003","0.200000003","0.200000003","0.200000003","0.200000003","0.200000003","0.6000000238","0.6999999881","0.6000000238","0.6999999881","0.6000000238","","","","0.400000006","0.400000006","2.0999999046","0.6999999881","0.6999999881","1.3999999762","0.6999999881","0.6999999881","0.6999999881","","1.3999999762","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0.15528396","2.172012","2.24586","0.07411338","","","0","0","0","",
"Guinea-Bissau","GNB","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","","","","","","","","","","","","","","0","0.225400162","0.7676275685","0.36126","0.31788","0.46165020845874","0.358277746","0.418783315","0","0.288954","2.781249","",
"Greece","GRC","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","31.1000003815","32.4000015259","42.2000007629","53.9000015259","47.7999992371","32.5","52.7999992371","52.9000015259","54.9000015259","62.0999984741","61.4000015259","67.5999984741","58.2000007629","65.5999984741","68.5999984741","103.0999984741","91.6999969482","104.3000030518","101.9000015259","103.0999984741","112.6999969482","114.1999969482","107","127","135","117","118.6999969482","129.1000061035","112.5999984741","103.4000015259","129.804","96.944","80.854","62.748","58.245","64.075","70.649","72.242","78.109","31.396","4.85169832333462","4.18568526670255","2.31403046797287","0.593232","19.359432","26.10771098","23.993","23.525","21.909","23.90576","10.09844","",
"Grenada","GRD","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","6.3000001907","5.3000001907","3.7999999523","3.7000000477","4.8000001907","4.6999998093","7.0999999046","6.6999998093","7.0999999046","7.5","6.4000000954","4.9000000954","5.1999998093","6.3000001907","8.1000003815","9","7.1999998093","11.3999996185","11.8999996185","23.3999996185","9","9.1999998093","19.2000007629","21","21","24.6000003815","25.7999992371","44.2999992371","2.5","2.5999999046","","","","","","","","","","","4.090865359","4.18679866601752","3.7122254448016","0","0.09123","0.45552","0.63203","0.546373","0.107366","0.0273","0.000643636","",
"Guam","GUM","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.96","48.607","","","","","","","","","","","","",
"Guyana","GUY","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","1.2000000477","1.2999999523","1.2999999523","1.2999999523","1.3999999762","0.6999999881","0.8000000119","0.8000000119","0.8000000119","0.8000000119","0.8000000119","2","2.2000000477","2.2000000477","2.2999999523","2.2999999523","2.4000000954","2.5","2.5999999046","2.7999999523","2.7999999523","2.7999999523","3","3","3","3.0999999046","3.2999999523","3.2999999523","3.2999999523","2.2000000477","2.323","1.603","","","","","","","","","0.925987427","1.23149676596269","0.941436372233282","0","0","","","","0.100011","0.0475892117738182","0.10855","",
"High income","HIC","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","9354.8002346755","10209.2998732329","11727.7999233974","13676.2000952512","14679.8999113816","14630.1001413836","16260.8003469259","18006.5001009855","19886.5997751504","21656.1996765735","22479.3003806472","23541.4002990126","23931.1997464229","26919.5999459401","30692.6995567603","30975.0001426564","33982.9000271929","38143.6001071111","42677.2000221464","46448.2002786846","47888.8002878875","47753.700141832","51777.9996566477","56833.1001261922","65003.9004248533","70423.1003175902","76161.3999925855","88198.5011132062","87508.474434691","93342.4183438603","101086.218","94143.582","99879.587","105241.614","116717.872","118283.662","124633.453","131017.556","129934.423","144617.282654396","143473.09235998","144464.521262014","136967.050704739","135955.437510857","142047.253421141","143107.303424077","147410.25971747","158647.743899696","162887.268619344","161777.424559066","135649.014799651","",
"Hong Kong SAR, China","HKG","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2325.3000488281","4151.1000976563","4545.7001953125","5111.511","5066.022","5714.644","5780.75","6931.629","7763.873","8325.969","10028.957","8985.895","13293.176","10373.434773","10053.898445","9468.41800958361","9396.48053","10826.12281","11294.272491","11409.118758","12415.19932","12676.721747","11739.489567","8084.89962","",
"Honduras","HND","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","3.5999999046","3.7000000477","3.2000000477","3","3","3","5.0999999046","4.1999998093","3.4000000954","3.2999999523","3.7999999523","3","2.7000000477","1.8999999762","2.2000000477","2","2.2000000477","2.5","2.2999999523","2.7999999523","4.3000001907","3.0999999046","1.7999999523","17.5","","","","","","","","","","","","","","","","","2.248762813","1.83021841731528","2.04647355444776","1.97274","0.851628","0.50237232","0.399566257","0.229947","0.44987","1.149492","0.3671","",
